title;descr;price;year;km;transmission;location;date_posted;link;date_imported;Tipo;Marca;Modelo;Comuna;Region;Pais
Subaru XV 2014 Limited Automático Cuero;"Segunda dueña. Todas las mantenciones y documentación al día.  
Automático 2.0Lts 4x4.
Asientos de cuero en perfecto estado. 
Techo solar.
106.000km.
Cámara de retroceso. 
Sin multas, ni choques.
Se vende por renovación.
Whatsapp 954871836.";10500000.0;2014;106000.0;Automático  ;Las Condes,  Región Metropolitana; Ayer a las 12:35;https://www.yapo.cl/vehiculos/subaru-xv-2014-limited-automatico-cuero_88302077;04-10-2023 12:09;SUV;SUBARU;XV;Las Condes; Región Metropolitana;JAPÓN
Subaru impreza 2020;"- 1 DUENO
- CAMARA RETROCESO
- CONSULTA POR TÚ FINANCIAMIENTO AUTOMOTRIZ
- RECIBIMOS TÚ VEHÍCULO EN PARTE DE PAGO
- ACEPTAMOS TARJETAS DE CRÉDITO
- TAG INMEDIATO
- GESTIONAMOS TU SEGURO AUTOMOTRIZ
- CONSIGNAMOS TÚ VEHÍCULO O COMPRAMOS PAGO CONTADO E INMEDIATO.

AV. LAS CONDES 7236";14480000.0;2020;109000.0;Automático  ;Las Condes,  Región Metropolitana; Ayer a las 12:11;https://www.yapo.cl/vehiculos/subaru-impreza-2020_87583076;04-10-2023 12:09;SUV;SUBARU;IMPREZA;Las Condes; Región Metropolitana;JAPÓN
Subaru xv 2017 limited 4x4;"NUESTROS VEHICULOS SE ENCUENTRAN EN IMPECABLE ESTADO. 
TODO NUSTROS VEHICULOS SON REVISADOS Y ESCANEADOS CON NUSTROS MECANICOS DIRECTOS DE DIFOR. TAMBIEN PODEMOS TOMAR TU AUTO EN PARTE DE PAGO. Y ENTREGAMOS 3 MESES DE GARANTIA , TENEMOS FINANCIAMIENTO CON DIFERENTES FINANCIERAS, PARA BUSCAR TU MEJOR OPCION DE CREDITO.
 EL PIE ES SOBRE EL 10% DEL VALOR DEL VEHICULO..
 CONTACTA A NUESTROS EJECUTIVOS DE VENTA O VISITANOS EN NUESTRA SUCURSAL DE DIFOR. 
EJECUTIVOS DIFOR
CRISTIAN LARA +56988668511 
MARCOS GATTAS +56978887542
JUAN CLAUDIO +56990785922
AV. LAS CONDES 8692 
CONSULTA CON TU BONO CON CREDITO Y OFERTAS BONO CREDITO.";13590000.0;2017;122569.0;Automático  ;Las Condes,  Región Metropolitana; Ayer a las 11:46;https://www.yapo.cl/vehiculos/subaru-xv-2017-limited-4x4_88301449;04-10-2023 12:09;SUV;SUBARU;XV LIMITED;Las Condes; Región Metropolitana;JAPÓN
Subaru legacy 2012;"Compra tu auto 100% online. Despachos dentro de la RM y Regiones. Solicita más información.

 En Excelente Estado.
 2 Dueños.
 2 Llaves.
 Servicios al Día Particulares.

Contáctanos y agenda tu visita.
Motor 2.000cc.
Transmisión Automática.
Control Crucero.
Radio Bluetooth Android Auto.
Climatizador Bi Zona.
Sensores y Cámara de Retroceso.
Alzavidrios y Espejos Retrovisores Eléctricos.

Tarjeta de credito y financiamiento con un 20% de pie.
Recibimos tu auto.
visita tevendemoselauto.cl";6990000.0;2012;119000.0;Automático  ;Vitacura,  Región Metropolitana; Ayer a las 11:36;https://www.yapo.cl/vehiculos/subaru-legacy-2012_86962238;04-10-2023 12:09;SUV;SUBARU;LEGACY;Vitacura; Región Metropolitana;JAPÓN
Subaru outback 2013;vehiculo en buen estado 2 DUEÑOS;9900000.0;2013;203000.0;Automático  ;Valdivia,  XIV Los Ríos; Ayer a las 10:37;https://www.yapo.cl/vehiculos/subaru-outback-2013_85922856;04-10-2023 12:09;SUV;SUBARU;OUTBACK;Valdivia; XIV Los Ríos;JAPÓN
Subaru xv 2017;NUEVO PRECIO ,EN EXCELENTE ESTADO  VEHICULO 4X4 , MUY BIEN CUIDADO , TRANSFERENCIA INMEDIATA , TE AYUDO A BUSCAR FINANCIAMIENTO;11300000.0;2017;139000.0;Manual  ;Talca,  VII Maule; Ayer a las 09:27;https://www.yapo.cl/vehiculos/subaru-xv-2017_87861568;04-10-2023 12:09;SUV;SUBARU;XV;Talca; VII Maule;JAPÓN
Subaru xv 2019;SUBARU XV;15480000.0;2019;42633.0;Automático  ;La Serena,  IV Coquimbo; Ayer a las 09:06;https://www.yapo.cl/vehiculos/subaru-xv-2019_88302258;04-10-2023 12:09;SUV;SUBARU;XV;La Serena; IV Coquimbo;JAPÓN
Subaru outback 2019 automático full 4x4 integral;vehículo en excelentes condiciones automático full 4x4 integral sin detalles mantenciones al día en klein puerto montt se puede vender con crédito directo con 77 mil kilómetros. fono wsp 936921570. tenemos financiamiento automotriz.;20000000.0;2019;77000.0;Automático  ;Puerto Montt,  X Los Lagos; Ayer a las 08:35;https://www.yapo.cl/vehiculos/subaru-outback-2019-automatico-full-4x4-integral_87091789;04-10-2023 12:09;SUV;SUBARU;OUTBACK;Puerto Montt; X Los Lagos;JAPÓN
SUBARU XV AÑO 2014 UNICO DUEÑO 2000cc;"SOLO PAGO CONTADO ,NO TENEMOS FINANCIAMIENTO 

Único Dueño
Versión Limited
Automático 
Paddel Shift
Sunroof
Tapiz de cuero
Bluetooth
Control Crucero
Mantenciones al día
Barra techo
Muy buen estado
Papeles al día
Dos copias de llave";10990000.0;2014;108000.0;Automático  ;Las Condes,  Región Metropolitana; Ayer a las 01:18;https://www.yapo.cl/vehiculos/subaru-xv-ano-2014-unico-dueno-2000cc_88299126;04-10-2023 12:09;SUV;SUBARU;XV;Las Condes; Región Metropolitana;JAPÓN
Subaru XV AT 2.0 AWD 2019;"SUV AWD  TODO TERRENO
7 AIRAG ,AUTOMATICO , MODO MECANICO CONTROL AL VOLANTE, CAMARA DE RETROCESO , ALZA VIDRIOS, VEL. CRUCERO, COMANDO DE RADIO AL VOLANTE, AMPLIO , MUY SEGURO, CON LA CALIDAD DE UN SUBARU.
A TODA PRUEBA , COMO NUEVO

CONVERSABLE

Conversable.";17850000.0;2019;60000.0;Automático  ;Antofagasta,  II Antofagasta; 02 oct 2023 a las 21:56;https://www.yapo.cl/vehiculos/subaru-xv-at-20-awd-2019_87116182;04-10-2023 12:09;SUV;SUBARU;XV;Antofagasta; II Antofagasta;JAPÓN
Subaru Impreza ;"Vehículo en muy buen estado. Versión limited.
-Bujías originales recién cambiadas en servicio Subaru 
-Mantenimiento de filtros, aceite y frenos realizado. 
-Neumáticos en excelente estado 
-Mando al volante 
-Camara trasera  
-Aire acondicionado con climatizador -Sunroof
- Solo Venta NO SE PERMUTA 
Llamar solo después de las 17:30";12500000.0;2017;122000.0;Automático  ;Los Ángeles,  VIII Biobío; 02 oct 2023 a las 21:23;https://www.yapo.cl/vehiculos/subaru-impreza_88298036;04-10-2023 12:09;SUV;SUBARU;IMPREZA;Los Ángeles; VIII Biobío;JAPÓN
Subaru legacy 2019;"VALOR PUBLICADO CORRESPONDE A PRECIO CON PLAN DE RENOVACION FORUM.

VALOR AL CONTADO:  14.390.000  MAS TRANSFERENCIA

GARANTIA DE 3 MESES MOTOR Y CAJA DE CAMBIO

RECIBIMOS TU VEHICULO EN PARTE DE PAGO.

DIFOR, automotora con más de 30 años de experiencia respalda su división de vehículos USADOS EXCLUSIVOS.
Como Difor te ofrecemos opciones de financiamiento, recibimos tu auto en parte de pago, y contamos con una amplia gama de vehículos que puedes encontrar en la red de sucursales ubicadas en Santiago, Concepción, Los Ángeles, Osorno, Puerto Montt y Castro.

Contáctanos:
Nicolas Perez +569 64363043
Emilio Aburto +569 51589410
Ricardo Recabal +569 98761896";13990000.0;2019;92000.0;Automático  ;Concepción,  VIII Biobío; 02 oct 2023 a las 19:02;https://www.yapo.cl/vehiculos/subaru-legacy-2019_88296983;04-10-2023 12:09;SUV;SUBARU;LEGACY;Concepción; VIII Biobío;JAPÓN
2015 Subaru XV 2.0I 4WD ;Excelente estado;10180000.0;2015;154000.0;Manual  ;Providencia,  Región Metropolitana; 02 oct 2023 a las 18:58;https://www.yapo.cl/vehiculos/2015-subaru-xv-20i-4wd_88296918;04-10-2023 12:09;SUV;SUBARU;XV;Providencia; Región Metropolitana;JAPÓN
Subaru Impreza 2.0;Se vende Subaru Impreza a toda prueba, hatchback, star stop, velocidad crucero, cámara retroceso, muy cómodo, 6 velocidades 2.0;7600000.0;2015;107000.0;Manual  ;Maipú,  Región Metropolitana; 02 oct 2023 a las 15:58;https://www.yapo.cl/vehiculos/subaru-impreza-20_88294899;04-10-2023 12:09;SUV;SUBARU;IMPREZA;Maipú; Región Metropolitana;JAPÓN
Subaru outback 2.5 xs cvt 2017;"COLOR: BLANCO Realmente impecable, único dueño, kilometraje 209.436, kilometraje de carretera, 4X4, aire acondicionado, climatizador dual, cierre centralizado, alza vidrios y espejos eléctricos, espejos retráctiles, radio CD, entrada aux, bluetooth, asiento eléctrico, automático, padl shift, control de descenso, llantas, ABS discos en las 4 ruedas, etc.
 
 Alvaro P +56 954143471
 Ivanessa P+56 973671916";14350000.0;2017;209436.0;Automático  ;Rancagua,  VI O'Higgins; 02 oct 2023 a las 15:30;https://www.yapo.cl/vehiculos/subaru-outback-25-xs-cvt-2017_88294589;04-10-2023 12:09;SUV;SUBARU;OUTBACK;Rancagua; VI O'Higgins;JAPÓN
Subaru Outback 2.5i Dynamic Awd Cvt At 5p 2016;"2.5I DYNAMIC AWD CVT AT 5P 2016
Airbag conductor, Airbag acompanante#autosmayo 2.5I DYNAMIC AWD CVT AT 5P 2016
Airbag conductor, Airbag acompanante";14380000.0;2016;116000.0;Automático  ;Santiago,  Región Metropolitana; 02 oct 2023 a las 15:20;https://www.yapo.cl/vehiculos/subaru-outback-25i-dynamic-awd-cvt-at-5p-2016_84823481;04-10-2023 12:09;SUV;SUBARU;OUTBACK;Santiago; Región Metropolitana;JAPÓN
Subaru Outback 2.5 Awd Xs At 4x4 2021;"2.5 AWD XS AT 4X4 2021
Tenemos el mejor y más diverso stock para ti. Tenemos Autos, Camionetas y 4x4 todos con garantía por 3 meses de Motor y Caja
Aire Acondicionado, Cierre centralizado, Alza vidrio delanteros, Alzavidrios eléctricos traseros, Espejos retráctiles automáticos, Airbag conductor, Airbag acompanante, Frenos discos traseros#autosmayo 2.5 AWD XS AT 4X4 2021
Tenemos el mejor y más diverso stock para ti. Tenemos Autos, Camionetas y 4x4 todos con garantía por 3 meses de Motor y Caja
Aire Acondicionado, Cierre centralizado, Alza vidrio delanteros, Alzavidrios eléctricos traseros, Espejos retráctiles automáticos, Airbag conductor, Airbag acompanante, Frenos discos traseros";25280000.0;2021;65000.0;Automático  ;Huechuraba,  Región Metropolitana; 02 oct 2023 a las 15:13;https://www.yapo.cl/vehiculos/subaru-outback-25-awd-xs-at-4x4-2021_87125198;04-10-2023 12:09;SUV;SUBARU;OUTBACK;Huechuraba; Región Metropolitana;JAPÓN
Subaru outback 2018;"Compra tu auto 100% online. Despachos dentro de la RM y Regiones. Solicita más información.

 En Excelente Estado.
 2 Dueños.
 2 Llaves.
 Servicios al Día en la Marca.

Contáctanos y agenda tu visita.
Motor 2.500cc.
Transmisión Automática.
Modos de Conducción.
Comandos al Volante.
Control Crucero.
Radio Bluetooth/AUX/USB.
Climatizador Bi Zona.
Cámara de Retroceso.
Alzavidrios y Espejos Retrovisores Eléctricos Abatibles.
Sunroof Eléctrico.

Tarjeta de credito y financiamiento con un 20% de pie.
Recibimos tu auto.
visita tevendemoselauto.cl";14990000.0;2018;112000.0;Automático  ;Vitacura,  Región Metropolitana; 02 oct 2023 a las 13:46;https://www.yapo.cl/vehiculos/subaru-outback-2018_86574406;04-10-2023 12:09;SUV;SUBARU;OUTBACK;Vitacura; Región Metropolitana;JAPÓN
Subaru impreza sport limted 2.0 aut 4x4 2016;"COLOR: GRIS SPORT LIMITED 2.0 AUT 4X4 FULL CUERO TECHO CAMARA ENTREGAMOS PLAN ANUAL DE GPS Y MONITOREO DE SEGURIDAD
 HACEMOS LAS TRANSFERENCIAS POR CAVEM (Cámara De Comercio Automotriz De Chile) Y AUTOFACT
 COMPRAMOS, CONSIGNAMOS, RECIBIMOS SU AUTO EN PARTE PAGO, TRANSBANK Y CRÉDITOS.
 HORARIO CONTINUADO DE LUNES A VIERNES DE 10 Am a 18:00 Hrs Sábados de 10:00 a 14;00 Hrs,
 ESTAMOS EN PAD , (ENTRE BOCCACIO Y CAMINO DEL ALBA)";11470000.0;2016;111000.0;Automático  ;Las Condes,  Región Metropolitana; 02 oct 2023 a las 13:18;https://www.yapo.cl/vehiculos/subaru-impreza-sport-limted-20-aut-4x4-2016_88296535;04-10-2023 12:09;SUV;SUBARU;IMPREZA;Las Condes; Región Metropolitana;JAPÓN
Subaru xv awd limited 2013;"SE RECIBE VEHÍCULO EN PARTE DE PAGO.
VALOR DE VEHÍCULO MAS COMISIÓN.";10950000.0;2013;114500.0;Automático  ;Osorno,  X Los Lagos; 02 oct 2023 a las 12:47;https://www.yapo.cl/vehiculos/subaru-xv-awd-limited-2013_88293160;04-10-2023 12:09;SUV;SUBARU;XV;Osorno; X Los Lagos;JAPÓN
Subaru outback 2022;Este SUBARU OUTBACK 2022 esta garantizado por Autopia:Si no te gusta, puedes devolverlo en 7 dias o 300 km. Valido por 6 meses. Respaldo Derco. Consulta con nuestros ejecutivos por financiamiento para este auto;25990000.0;2022;28000.0;Automático  ;Huechuraba,  Región Metropolitana; 02 oct 2023 a las 11:44;https://www.yapo.cl/vehiculos/subaru-outback-2022_87687239;04-10-2023 12:09;SUV;SUBARU;OUTBACK;Huechuraba; Región Metropolitana;JAPÓN
Subaru wrx 2021;Vehículo en excelente estado, Motor Bóxer 2.0 Turbo, transmisión manual de seis velocidades, velocidad crucero y limitador, mandos al volante, tapizado deportivo en excelente estado, tracción integral simétrica, suspensión deportiva, cámara de retroceso y sistema isofix.;26880000.0;2021;13603.0;Manual  ;Vitacura,  Región Metropolitana; 02 oct 2023 a las 11:22;https://www.yapo.cl/vehiculos/subaru-wrx-2021_87670052;04-10-2023 12:09;SUV;SUBARU;W;Vitacura; Región Metropolitana;JAPÓN
Subaru Forester Cvt 4x4 2.0 Aut 2021;CVT 4X4 2.0 AUT 2021;19790000.0;2021;67000.0;Automático  ;Huechuraba,  Región Metropolitana; 02 oct 2023 a las 10:53;https://www.yapo.cl/vehiculos/subaru-forester-cvt-4x4-20-aut-2021_87920299;04-10-2023 12:09;SUV;SUBARU;FORESTER;Huechuraba; Región Metropolitana;JAPÓN
Subaru Impreza Limited 2018;"Subaru impreza Limited

- Caja automática 
- Interior impecable
- Documentos al día 
- Asientos de cuero

Cualquier duda o consulta al Fonowhatsapp+56991529861";13900000.0;2018;110000.0;Automático  ;Talca,  VII Maule; 02 oct 2023 a las 08:21;https://www.yapo.cl/vehiculos/subaru-impreza-limited-2018_88103860;04-10-2023 12:09;SUV;SUBARU;IMPREZA;Talca; VII Maule;JAPÓN
SUBARU XV 2014 68.000 KMs Como Nuevo;Subaru XV de poco uso (sólo 68.000 KMs). Usado primariamente en ciudad para ir y volver del trabajo. Sin choques, prendas ni nada similar. Sin problemas mecanicos, en muy buen estado de conservacion. Recientemente pasado por taller de la marca para revision general. Patente y permiso al dia.;9500000.0;2014;68000.0;Automático  ;Las Condes,  Región Metropolitana; 01 oct 2023 a las 15:53;https://www.yapo.cl/vehiculos/subaru-xv-2014-68000-kms-como-nuevo_88287429;04-10-2023 12:09;SUV;SUBARU;XV;Las Condes; Región Metropolitana;JAPÓN
Subaru Xv 2.0 Awd At 4x4 2022;"2.0 AWD AT 4X4 2022
Tenemos el mejor y más diverso stock para ti. Tenemos Autos, Camionetas y 4x4 todos con garantía por 3 meses de Motor y Caja  **PRECIO OFERTA SOLO CON FINANCIAMIENTO FORUM**
Aire Acondicionado, Cierre centralizado, Alza vidrio delanteros, Alzavidrios eléctricos traseros, Espejos retráctiles automáticos, Airbag conductor, Airbag acompanante, Frenos discos traseros#autosmayo 2.0 AWD AT 4X4 2022
Tenemos el mejor y más diverso stock para ti. Tenemos Autos, Camionetas y 4x4 todos con garantía por 3 meses de Motor y Caja  **PRECIO OFERTA SOLO CON FINANCIAMIENTO FORUM**
Aire Acondicionado, Cierre centralizado, Alza vidrio delanteros, Alzavidrios eléctricos traseros, Espejos retráctiles automáticos, Airbag conductor, Airbag acompanante, Frenos discos traseros";20380000.0;2022;50000.0;Automático  ;Las Condes,  Región Metropolitana; 01 oct 2023 a las 15:33;https://www.yapo.cl/vehiculos/subaru-xv-20-awd-at-4x4-2022_87461085;04-10-2023 12:09;SUV;SUBARU;XV;Las Condes; Región Metropolitana;JAPÓN
Subaru Evoltis 2.4 Awd Limited At 4x4 2021;"2.4 AWD LIMITED AT 4X4 2021
Tenemos el mejor y más diverso stock para ti. Tenemos Autos, Camionetas y 4x4 todos con garantía por 3 meses de Motor y Caja
Aire Acondicionado, Cierre centralizado, Alza vidrio delanteros, Alzavidrios eléctricos traseros, Espejos retráctiles automáticos, Apertura de maleta desde el interior, Airbag conductor, Airbag acompanante, Frenos discos traseros#autosmayo 2.4 AWD LIMITED AT 4X4 2021
Tenemos el mejor y más diverso stock para ti. Tenemos Autos, Camionetas y 4x4 todos con garantía por 3 meses de Motor y Caja
Aire Acondicionado, Cierre centralizado, Alza vidrio delanteros, Alzavidrios eléctricos traseros, Espejos retráctiles automáticos, Apertura de maleta desde el interior, Airbag conductor, Airbag acompanante, Frenos discos traseros";33180000.0;2021;55000.0;Automático  ;Santiago,  Región Metropolitana; 01 oct 2023 a las 15:20;https://www.yapo.cl/vehiculos/subaru-evoltis-24-awd-limited-at-4x4-2021_86998264;04-10-2023 12:09;SUV;SUBARU;EVOLTIS;Santiago; Región Metropolitana;JAPÓN
SUBARU IMPREZA 2011;"Subaru impreza 2011 1,5 automático secuencial 
??radio con pantalla androi
??parlamtes jbl en las 4 puertas
??parlante amplificado pioner plano 
??llanta extra original subaru en caja nueva
??cambio de aceite hecho 
??4.700.000 muy conversable
??detalles solo estéticos
??sin detalles en caja ni motor y al día 
Wsp982692514";4700000.0;2011;92000.0;Automático  ;Punta Arenas,  XII Magallanes & Antártica; 01 oct 2023 a las 13:57;https://www.yapo.cl/vehiculos/subaru-impreza-2011_88287052;04-10-2023 12:10;SUV;SUBARU;IMPREZA;Punta Arenas; XII Magallanes & Antártica;JAPÓN
Subaru forester 2020;"Compra tu auto 100% online. Despachos dentro de la RM y Regiones. Solicita más información.

 En Excelente Estado.
 1 Dueño.
 2 Llaves.
 Servicios Realizados al Día en la Marca.

Contáctanos y agenda tu visita.
Motor 2.000cc.
Transmisión Automática.
Modos de Conducción.
Comandos Al Volante.
Control Crucero.
Radio Bluetooth con Apple CarPlay/Android Auto.
Cámara de Retroceso.
Aire Acondicionado.
Alzavidrios y Espejos Retrovisores Eléctricos.

Tarjeta de credito y financiamiento con un 20% de pie.
Recibimos tu auto.
visita tevendemoselauto.cl";15990000.0;2020;47000.0;Automático  ;Las Condes,  Región Metropolitana; 01 oct 2023 a las 13:48;https://www.yapo.cl/vehiculos/subaru-forester-2020_88116016;04-10-2023 12:10;SUV;SUBARU;FORESTER;Las Condes; Región Metropolitana;JAPÓN
Forester limited;Vendo por renovación,en excelente estado es la versión limited solo 57.000 kilómetros reales tal cual se ve en las fotos precio levemente comberzable;20850000.0;2019;57000.0;Automático  ;Quinta Normal,  Región Metropolitana; 01 oct 2023 a las 12:40;https://www.yapo.cl/vehiculos/forester-limited_88197195;04-10-2023 12:10;SUV;SUBARU;FORESTER;Quinta Normal; Región Metropolitana;JAPÓN
Subaru WRX 2.0 turbo 2016 crédito;Subaru WRX AWD 2016 52.000km en excelente estado 2.0 turbo, valor $19.990.000 cotiza tu Credito automotriz con pie mínimo desde 5.000.000, recibimos en parte de pago ! Y atendemos en Llau llao de 09:30 a 18:00 horas;19990000.0;2016;52000.0;Automático  ;Castro,  X Los Lagos; 01 oct 2023 a las 12:23;https://www.yapo.cl/vehiculos/subaru-wrx-20-turbo-2016-credito_87040850;04-10-2023 12:10;SUV;SUBARU;W;Castro; X Los Lagos;JAPÓN
Subaru Brz;"Se vende subaru brz año 2013 
perfectas condiciones con mantenciones realizadas al día en papeles.
llantas originales 17
radio con pantalla
bencinero 
automático secuencial
Precio algo conservable en efectivo";13000000.0;2013;94440.0;Automático  ;Punta Arenas,  XII Magallanes & Antártica; 01 oct 2023 a las 10:15;https://www.yapo.cl/vehiculos/subaru-brz_88286403;04-10-2023 12:10;SUV;SUBARU;BRZ;Punta Arenas; XII Magallanes & Antártica;JAPÓN
Subaru Outback Límited diésel ;Outback límited 1 sola dueña diesel, buenas condiciones, se recibe, esta en Temuco calle Valdivia 1572 casi esquina caupolican sector pueblo nuevo ;10900000.0;2014;221000.0;Automático  ;Temuco,  IX Araucanía; 01 oct 2023 a las 09:35;https://www.yapo.cl/vehiculos/subaru-outback-limited-diesel_87844373;04-10-2023 12:10;SUV;SUBARU;OUTBACK;Temuco; IX Araucanía;JAPÓN
Subaru Xv 2.0 At Full 2020;"Subaru Xv 2.0 At Full 2020
Aire Acondicionado, Cierre centralizado, Alzavidrios eléctricos traseros, Airbag acompanante, Airbag laterales traseros, Frenos discos traseros, Airbag conductor, Airbag laterales delanteros";14990000.0;2020;70000.0;Automático  ;Santiago,  Región Metropolitana; 01 oct 2023 a las 09:35;https://www.yapo.cl/vehiculos/subaru-xv-20-at-full-2020_88180718;04-10-2023 12:10;SUV;SUBARU;XV;Santiago; Región Metropolitana;JAPÓN
SUBARU OUTBACK 2016 2.0 d LIMITED AWD;"LIMITED TURBO DIESEL

- CUERO
- TECHO
- LLANTAS
- MAXIMO EQUIPO
- PETROLERA
- AUTOMATICA CVT
- NEBLINEROS
- DETALLES NORMALES DEL AÑO Y USO VALOR DE LIQUIDACION LA MAS BARATA DE LAS DIESEL LIMITED DEL AÑO

OPORTUNIDAD UNICA CON FINANCIAMIENTO VALOR CON BONO CREDITO 13.990.000
VALOR CONTADO U OTROS MEDIOS DE PAGOS 14.490.000

USADOS DE CALIDAD PROMOTORS A PASOS METRO MANQUEHUE MALL APUMANQUE   

- ENTREGA INMEDIATA
- TAG INMEDIATO
- TRANSFERENCIA DE DOMINIO INMEDIATA AUTOFACT PRO
- CREDITOS HASTA 48 MESES 
- SEGUROS INTERMEDIADOS BCI SEGUROS CHILE
- AUTO O MOTO EN PARTE DE PAGO

USADOS DE CALIDAD";13990000.0;2016;150000.0;Automático  ;Las Condes,  Región Metropolitana; 01 oct 2023 a las 09:05;https://www.yapo.cl/vehiculos/subaru-outback-2016-20-d-limited-awd_87942109;04-10-2023 12:10;SUV;SUBARU;OUTBACK;Las Condes; Región Metropolitana;JAPÓN
